,timestamp,x,y,z
0,1565109930787,-0.0064849853515625,-0.9348602294921876,-0.0690460205078125
1,1565109930887,-0.06646728515625,-1.01544189453125,0.0895538330078125
2,1565109930987,-0.043487548828125,-1.0212554931640625,0.178466796875
3,1565109931087,-0.053802490234375,-0.987701416015625,0.0689849853515625
4,1565109931188,-0.0540313720703125,-1.0036163330078125,0.1264495849609375
5,1565109931288,-0.0108795166015625,-0.9675750732421876,0.1708984375
6,1565109931388,0.0528411865234375,-0.982330322265625,0.235565185546875
7,1565109931488,0.0329742431640625,-1.0532073974609375,0.2567138671875
8,1565109931589,-0.090423583984375,-0.9727935791015624,0.3563079833984375
9,1565109931689,0.124267578125,-0.890533447265625,0.2232208251953125
10,1565109931789,-0.0317840576171875,-0.89398193359375,0.2642364501953125
11,1565109931889,-0.0974273681640625,-0.9027252197265624,0.1376800537109375
12,1565109931989,-0.0948638916015625,-1.1978759765625,0.1284942626953125
13,1565109932090,0.0137176513671875,-0.8523712158203125,-0.0008697509765625
14,1565109932190,0.0679473876953125,-0.988525390625,0.03497314453125
15,1565109932290,-0.04925537109375,-1.0310821533203125,0.008941650390625
16,1565109932390,0.109710693359375,-0.9923248291015624,-0.0905609130859375
17,1565109932491,0.0847930908203125,-1.00128173828125,-0.0775146484375
18,1565109932591,0.11029052734375,-1.0100250244140625,-0.080535888671875
19,1565109932691,0.0759735107421875,-0.9907379150390624,-0.072174072265625
20,1565109932791,0.0556182861328125,-0.9940185546875,-0.0782928466796875
21,1565109932892,0.1022796630859375,-0.9947967529296876,-0.0380401611328125
22,1565109932992,0.1045989990234375,-1.0076751708984375,-0.040252685546875
23,1565109933092,0.1455841064453125,-1.007843017578125,-0.0368194580078125
24,1565109933192,0.148284912109375,-1.0107574462890625,-0.0030364990234375
25,1565109933292,0.1196746826171875,-1.0058441162109375,-0.007110595703125
26,1565109933393,-0.046356201171875,-1.050689697265625,-0.0614166259765625
27,1565109933493,0.046783447265625,-1.01611328125,-0.024169921875
28,1565109933593,-0.0003204345703125,-1.0066375732421875,0.1006011962890625
29,1565109933693,-0.030792236328125,-1.092193603515625,0.1931610107421875
30,1565109933794,-0.1165924072265625,-0.93243408203125,0.1821136474609375
31,1565109933894,-0.0353546142578125,-0.860015869140625,0.2344207763671875
32,1565109933994,-0.0438690185546875,-0.8676300048828125,0.1640625
33,1565109934094,-0.0993804931640625,-1.209686279296875,0.3044891357421875
34,1565109934194,0.12249755859375,-0.8854827880859375,0.123443603515625
35,1565109934295,0.17840576171875,-1.0754852294921875,0.1581268310546875
36,1565109934395,-0.077911376953125,-0.998260498046875,0.1746368408203125
37,1565109934495,-0.049652099609375,-0.9981536865234376,0.1015625
38,1565109934595,0.038330078125,-1.0069580078125,0.074951171875
39,1565109934696,0.0125732421875,-1.0064544677734375,0.0344390869140625
40,1565109934796,0.0244140625,-1.0089569091796875,0.0341949462890625
41,1565109934896,0.05078125,-0.9870452880859376,-0.0352935791015625
42,1565109934996,0.0114288330078125,-1.012542724609375,-0.0406646728515625
43,1565109935097,0.082794189453125,-1.001434326171875,-0.0253753662109375
44,1565109935197,0.0572967529296875,-1.0006866455078125,-0.045623779296875
